name,time,application,num_replicas,batch_size,duration,num_task
inference-yolov3-956,3283,infer-yolov3-1,1,1,7.0,1716
inference-imagenet-957,3284,infer-imagenet-1,1,1,9.0,3888
inference-bert-958,3286,infer-bert-2,1,1,9.0,477
inference-imagenet-960,3296,infer-imagenet-3,1,1,5.0,2664
inference-bert-959,3296,infer-bert-2,1,1,14.0,4048
inference-ncf-961,3301,infer-ncf-1,1,1,4.0,4250
inference-yolov3-962,3307,infer-yolov3-1,1,1,8.0,1104
inference-imagenet-963,3308,infer-imagenet-1,1,1,11.0,4963
inference-cifar10-964,3311,infer-cifar10-1,1,1,11.0,6590
inference-bert-965,3314,infer-bert-3,1,1,11.0,3370
inference-imagenet-966,3316,infer-imagenet-2,1,1,12.0,7958
inference-yolov3-967,3319,infer-yolov3-3,1,1,3.0,769
inference-imagenet-968,3322,infer-imagenet-2,1,1,10.0,8846
inference-deepspeech2-969,3327,infer-deepspeech2-2,1,1,15.0,283
inference-yolov3-970,3329,infer-yolov3-1,1,1,16.0,3204
inference-bert-971,3332,infer-bert-3,1,1,11.0,1507
inference-cifar10-972,3336,infer-cifar10-2,1,1,1.0,1889
inference-imagenet-973,3338,infer-imagenet-3,1,1,17.0,6781
inference-ncf-974,3339,infer-ncf-2,1,1,18.0,1399
inference-yolov3-975,3340,infer-yolov3-3,1,1,3.0,1520
inference-ncf-976,3343,infer-ncf-1,1,1,5.0,1278
inference-imagenet-977,3351,infer-imagenet-1,1,1,3.0,3197
inference-bert-978,3351,infer-bert-1,1,1,10.0,4625
inference-bert-979,3358,infer-bert-2,1,1,14.0,272
inference-bert-980,3362,infer-bert-1,1,1,4.0,3599
inference-imagenet-981,3366,infer-imagenet-2,1,1,19.0,8734
inference-ncf-982,3367,infer-ncf-3,1,1,16.0,1400
inference-imagenet-983,3368,infer-imagenet-3,1,1,17.0,8916
inference-ncf-984,3369,infer-ncf-1,1,1,2.0,2105
inference-imagenet-985,3372,infer-imagenet-1,1,1,19.0,2737
inference-bert-986,3375,infer-bert-2,1,1,13.0,1507
inference-cifar10-987,3375,infer-cifar10-1,1,1,19.0,7495
inference-imagenet-988,3383,infer-imagenet-1,1,1,11.0,8462
inference-deepspeech2-989,3384,infer-deepspeech2-3,1,1,9.0,424
inference-imagenet-990,3389,infer-imagenet-1,1,1,14.0,3573
inference-imagenet-991,3392,infer-imagenet-3,1,1,2.0,2465
inference-cifar10-992,3398,infer-cifar10-3,1,1,5.0,6098
inference-imagenet-993,3400,infer-imagenet-3,1,1,6.0,1104
inference-bert-994,3404,infer-bert-1,1,1,5.0,1206
inference-ncf-996,3406,infer-ncf-1,1,1,15.0,1937
inference-ncf-995,3406,infer-ncf-3,1,1,14.0,2985
inference-ncf-997,3408,infer-ncf-3,1,1,8.0,1228
inference-deepspeech2-998,3409,infer-deepspeech2-2,1,1,10.0,330
inference-bert-999,3415,infer-bert-1,1,1,11.0,3370
inference-imagenet-1000,3419,infer-imagenet-1,1,1,9.0,7962
inference-cifar10-1001,3421,infer-cifar10-2,1,1,11.0,2027
inference-deepspeech2-1002,3425,infer-deepspeech2-3,1,1,16.0,648
inference-bert-1003,3441,infer-bert-1,1,1,4.0,2221
inference-imagenet-1004,3455,infer-imagenet-2,1,1,16.0,8257
inference-yolov3-1005,3460,infer-yolov3-3,1,1,15.0,3593
inference-yolov3-1006,3460,infer-yolov3-3,1,1,6.0,2581
inference-yolov3-1007,3461,infer-yolov3-3,1,1,5.0,2157
inference-deepspeech2-1008,3466,infer-deepspeech2-1,1,1,11.0,226
inference-ncf-1009,3470,infer-ncf-1,1,1,4.0,3271
inference-ncf-1010,3477,infer-ncf-2,1,1,6.0,3947
inference-bert-1011,3478,infer-bert-3,1,1,18.0,742
inference-cifar10-1012,3480,infer-cifar10-1,1,1,12.0,4283
inference-bert-1013,3482,infer-bert-1,1,1,19.0,602
ncf-21,3488,ncf,1,32768,4.0,-1
inference-imagenet-1014,3488,infer-imagenet-2,1,1,14.0,8916
inference-cifar10-1015,3491,infer-cifar10-2,1,1,7.0,9255
inference-yolov3-1016,3491,infer-yolov3-1,1,1,18.0,1981
inference-yolov3-1017,3494,infer-yolov3-1,1,1,7.0,4736
inference-cifar10-1018,3506,infer-cifar10-3,1,1,4.0,2735
inference-imagenet-1019,3506,infer-imagenet-1,1,1,1.0,8359
inference-yolov3-1020,3510,infer-yolov3-2,1,1,8.0,403
inference-cifar10-1021,3515,infer-cifar10-3,1,1,17.0,5285
inference-deepspeech2-1022,3517,infer-deepspeech2-3,1,1,2.0,726
inference-cifar10-1023,3528,infer-cifar10-3,1,1,14.0,2398
inference-bert-1024,3536,infer-bert-1,1,1,11.0,4058
inference-cifar10-1025,3538,infer-cifar10-1,1,1,13.0,4283
inference-bert-1026,3542,infer-bert-2,1,1,14.0,1317
inference-cifar10-1027,3545,infer-cifar10-3,1,1,8.0,4283
inference-cifar10-1028,3548,infer-cifar10-2,1,1,3.0,1195
inference-bert-1029,3550,infer-bert-3,1,1,8.0,4030
inference-ncf-1030,3557,infer-ncf-1,1,1,14.0,2119
inference-bert-1031,3562,infer-bert-1,1,1,13.0,4625
inference-yolov3-1032,3564,infer-yolov3-3,1,1,16.0,4106
inference-cifar10-1033,3567,infer-cifar10-3,1,1,7.0,3253
inference-deepspeech2-1035,3570,infer-deepspeech2-3,1,1,12.0,985
inference-bert-1034,3570,infer-bert-1,1,1,5.0,4880
inference-imagenet-1036,3571,infer-imagenet-1,1,1,17.0,1001
inference-deepspeech2-1037,3572,infer-deepspeech2-1,1,1,13.0,177
inference-bert-1038,3573,infer-bert-2,1,1,6.0,388
inference-cifar10-1039,3587,infer-cifar10-3,1,1,11.0,6047
inference-bert-1040,3588,infer-bert-1,1,1,7.0,3370
inference-yolov3-1042,3595,infer-yolov3-2,1,1,3.0,1104
inference-cifar10-1041,3595,infer-cifar10-3,1,1,5.0,3253
inference-imagenet-1043,3612,infer-imagenet-3,1,1,11.0,9330
inference-bert-1044,3613,infer-bert-1,1,1,2.0,2235
inference-deepspeech2-1045,3614,infer-deepspeech2-1,1,1,17.0,646
inference-cifar10-1046,3619,infer-cifar10-2,1,1,10.0,4718
inference-deepspeech2-1047,3622,infer-deepspeech2-3,1,1,16.0,256
inference-ncf-1048,3634,infer-ncf-2,1,1,6.0,1272
inference-bert-1049,3637,infer-bert-3,1,1,7.0,1381
inference-cifar10-1050,3638,infer-cifar10-2,1,1,2.0,7950
inference-ncf-1051,3644,infer-ncf-2,1,1,18.0,360
inference-deepspeech2-1052,3645,infer-deepspeech2-3,1,1,5.0,116
inference-deepspeech2-1053,3650,infer-deepspeech2-1,1,1,3.0,188
inference-deepspeech2-1054,3658,infer-deepspeech2-3,1,1,2.0,405
inference-imagenet-1055,3661,infer-imagenet-2,1,1,11.0,8572
inference-cifar10-1056,3663,infer-cifar10-2,1,1,16.0,526
inference-cifar10-1057,3668,infer-cifar10-3,1,1,12.0,7677
inference-bert-1058,3670,infer-bert-1,1,1,14.0,4851
inference-imagenet-1059,3673,infer-imagenet-1,1,1,18.0,2664
inference-ncf-1060,3676,infer-ncf-3,1,1,9.0,1036
inference-bert-1061,3679,infer-bert-3,1,1,1.0,2235
inference-bert-1062,3684,infer-bert-1,1,1,15.0,4295
inference-yolov3-1063,3687,infer-yolov3-3,1,1,15.0,1675
inference-yolov3-1064,3690,infer-yolov3-2,1,1,4.0,1675
inference-ncf-1065,3692,infer-ncf-2,1,1,3.0,1068
inference-cifar10-1066,3700,infer-cifar10-1,1,1,3.0,7962
inference-imagenet-1067,3700,infer-imagenet-1,1,1,16.0,4963
inference-deepspeech2-1068,3701,infer-deepspeech2-1,1,1,14.0,402
inference-imagenet-1069,3706,infer-imagenet-2,1,1,6.0,876
inference-yolov3-1070,3715,infer-yolov3-3,1,1,17.0,3515
inference-yolov3-1071,3725,infer-yolov3-2,1,1,13.0,3050
inference-deepspeech2-1072,3731,infer-deepspeech2-3,1,1,13.0,177
inference-cifar10-1073,3734,infer-cifar10-3,1,1,17.0,9448
inference-ncf-1074,3749,infer-ncf-1,1,1,17.0,4791
inference-imagenet-1075,3758,infer-imagenet-2,1,1,16.0,441
inference-yolov3-1076,3759,infer-yolov3-3,1,1,4.0,4494
inference-ncf-1077,3764,infer-ncf-3,1,1,14.0,772
inference-cifar10-1078,3767,infer-cifar10-1,1,1,4.0,2843
inference-bert-1079,3770,infer-bert-1,1,1,7.0,1924
inference-yolov3-1080,3771,infer-yolov3-1,1,1,10.0,1648
inference-ncf-1081,3772,infer-ncf-3,1,1,3.0,2950
inference-deepspeech2-1082,3775,infer-deepspeech2-2,1,1,16.0,839
inference-yolov3-1083,3776,infer-yolov3-3,1,1,15.0,2185
inference-bert-1084,3780,infer-bert-1,1,1,3.0,1721
inference-bert-1085,3787,infer-bert-2,1,1,9.0,4282
inference-bert-1086,3788,infer-bert-1,1,1,1.0,4526
inference-cifar10-1087,3789,infer-cifar10-2,1,1,8.0,1468
inference-imagenet-1088,3790,infer-imagenet-2,1,1,15.0,4000
inference-ncf-1089,3797,infer-ncf-2,1,1,16.0,3117
inference-bert-1090,3805,infer-bert-2,1,1,19.0,584
inference-deepspeech2-1091,3807,infer-deepspeech2-3,1,1,7.0,581
inference-deepspeech2-1092,3808,infer-deepspeech2-2,1,1,8.0,169
inference-cifar10-1093,3813,infer-cifar10-2,1,1,3.0,5285
inference-yolov3-1094,3816,infer-yolov3-3,1,1,17.0,993
inference-ncf-1095,3817,infer-ncf-3,1,1,16.0,640
inference-deepspeech2-1096,3821,infer-deepspeech2-3,1,1,17.0,918
inference-ncf-1097,3821,infer-ncf-3,1,1,12.0,639
inference-ncf-1098,3824,infer-ncf-1,1,1,5.0,2950
inference-ncf-1099,3828,infer-ncf-2,1,1,1.0,3091
inference-yolov3-1100,3831,infer-yolov3-1,1,1,2.0,3998
inference-ncf-1101,3837,infer-ncf-2,1,1,5.0,258
inference-deepspeech2-1102,3840,infer-deepspeech2-3,1,1,13.0,731
inference-deepspeech2-1103,3840,infer-deepspeech2-1,1,1,4.0,959
inference-bert-1104,3840,infer-bert-3,1,1,11.0,4830
inference-yolov3-1105,3842,infer-yolov3-3,1,1,19.0,72
inference-imagenet-1106,3844,infer-imagenet-1,1,1,3.0,7413
inference-cifar10-1107,3845,infer-cifar10-2,1,1,4.0,6590
inference-imagenet-1108,3848,infer-imagenet-2,1,1,1.0,5874
inference-imagenet-1109,3850,infer-imagenet-1,1,1,15.0,867
inference-imagenet-1110,3850,infer-imagenet-2,1,1,10.0,5926
inference-deepspeech2-1111,3857,infer-deepspeech2-2,1,1,15.0,13
inference-bert-1112,3858,infer-bert-2,1,1,1.0,4625
inference-bert-1113,3874,infer-bert-2,1,1,5.0,1112
inference-deepspeech2-1114,3878,infer-deepspeech2-3,1,1,2.0,573
inference-yolov3-1116,3880,infer-yolov3-2,1,1,18.0,3374
inference-ncf-1115,3880,infer-ncf-2,1,1,4.0,4247
inference-ncf-1117,3881,infer-ncf-2,1,1,14.0,4247
inference-ncf-1118,3883,infer-ncf-2,1,1,9.0,1272
inference-bert-1119,3885,infer-bert-2,1,1,2.0,1536
inference-deepspeech2-1120,3886,infer-deepspeech2-2,1,1,14.0,977
inference-bert-1121,3890,infer-bert-2,1,1,6.0,3821
inference-ncf-1122,3890,infer-ncf-2,1,1,4.0,3388
inference-deepspeech2-1123,3897,infer-deepspeech2-1,1,1,11.0,904
inference-imagenet-1124,3910,infer-imagenet-2,1,1,17.0,943
inference-imagenet-1125,3912,infer-imagenet-1,1,1,1.0,6923
inference-cifar10-1126,3914,infer-cifar10-1,1,1,11.0,1011
deepspeech2-22,3917,deepspeech2,12,640,4.0,-1
inference-yolov3-1127,3920,infer-yolov3-1,1,1,1.0,199
inference-yolov3-1128,3924,infer-yolov3-2,1,1,6.0,2581
inference-ncf-1129,3927,infer-ncf-1,1,1,3.0,330
inference-deepspeech2-1130,3927,infer-deepspeech2-2,1,1,18.0,417
inference-deepspeech2-1131,3937,infer-deepspeech2-3,1,1,3.0,851
inference-yolov3-1132,3940,infer-yolov3-1,1,1,1.0,3868
inference-deepspeech2-1133,3943,infer-deepspeech2-3,1,1,2.0,585
inference-bert-1134,3945,infer-bert-3,1,1,16.0,3276
inference-bert-1135,3946,infer-bert-3,1,1,7.0,2609
inference-imagenet-1136,3950,infer-imagenet-3,1,1,17.0,8769
inference-ncf-1137,3952,infer-ncf-2,1,1,15.0,2953
inference-ncf-1138,3952,infer-ncf-1,1,1,6.0,4160
inference-yolov3-1139,3956,infer-yolov3-3,1,1,11.0,1104
inference-ncf-1140,3957,infer-ncf-2,1,1,9.0,2849
inference-yolov3-1141,3966,infer-yolov3-2,1,1,9.0,1003
inference-cifar10-1142,3968,infer-cifar10-1,1,1,5.0,4947
inference-imagenet-1143,3972,infer-imagenet-3,1,1,7.0,1553
inference-yolov3-1144,3978,infer-yolov3-3,1,1,19.0,860
inference-imagenet-1145,3979,infer-imagenet-2,1,1,6.0,4488
inference-bert-1146,3986,infer-bert-3,1,1,17.0,1536
inference-cifar10-1147,3987,infer-cifar10-2,1,1,10.0,7950
inference-imagenet-1148,3989,infer-imagenet-1,1,1,5.0,9803
inference-imagenet-1149,3999,infer-imagenet-3,1,1,11.0,3595
inference-bert-1150,4001,infer-bert-3,1,1,7.0,2667
inference-yolov3-1151,4010,infer-yolov3-2,1,1,16.0,3314
inference-bert-1152,4013,infer-bert-2,1,1,19.0,1514
inference-yolov3-1153,4015,infer-yolov3-3,1,1,9.0,2581
inference-yolov3-1154,4024,infer-yolov3-1,1,1,7.0,1716
inference-deepspeech2-1155,4033,infer-deepspeech2-2,1,1,12.0,256
inference-yolov3-1156,4036,infer-yolov3-1,1,1,19.0,1087
inference-cifar10-1157,4037,infer-cifar10-3,1,1,15.0,5968
inference-ncf-1158,4037,infer-ncf-2,1,1,16.0,4301
inference-imagenet-1159,4042,infer-imagenet-2,1,1,12.0,4080
inference-ncf-1160,4047,infer-ncf-3,1,1,2.0,2668
inference-deepspeech2-1161,4050,infer-deepspeech2-1,1,1,14.0,527
inference-deepspeech2-1162,4053,infer-deepspeech2-3,1,1,14.0,98
inference-bert-1163,4061,infer-bert-1,1,1,2.0,3662
inference-bert-1164,4061,infer-bert-1,1,1,11.0,1216
inference-cifar10-1165,4063,infer-cifar10-2,1,1,10.0,3971
inference-cifar10-1166,4064,infer-cifar10-1,1,1,1.0,6238
inference-bert-1167,4066,infer-bert-1,1,1,3.0,731
inference-bert-1168,4067,infer-bert-2,1,1,13.0,4136
inference-ncf-1169,4069,infer-ncf-2,1,1,18.0,758
inference-ncf-1170,4080,infer-ncf-3,1,1,12.0,3432
inference-cifar10-1171,4083,infer-cifar10-3,1,1,15.0,4024
inference-imagenet-1172,4085,infer-imagenet-1,1,1,9.0,6923
inference-imagenet-1173,4085,infer-imagenet-2,1,1,13.0,6402
inference-imagenet-1174,4090,infer-imagenet-1,1,1,2.0,7545
inference-imagenet-1175,4093,infer-imagenet-2,1,1,13.0,9742
inference-cifar10-1176,4097,infer-cifar10-1,1,1,1.0,1011
inference-ncf-1177,4102,infer-ncf-3,1,1,6.0,3666
inference-cifar10-1178,4107,infer-cifar10-3,1,1,18.0,7180
inference-bert-1179,4110,infer-bert-3,1,1,3.0,1551
inference-bert-1180,4111,infer-bert-1,1,1,12.0,1404
inference-ncf-1182,4114,infer-ncf-2,1,1,19.0,4381
inference-deepspeech2-1181,4114,infer-deepspeech2-2,1,1,6.0,159
inference-deepspeech2-1183,4119,infer-deepspeech2-2,1,1,14.0,259
inference-imagenet-1184,4121,infer-imagenet-2,1,1,11.0,8590
inference-bert-1185,4124,infer-bert-1,1,1,12.0,3547
inference-yolov3-1186,4147,infer-yolov3-1,1,1,2.0,1635
inference-ncf-1187,4150,infer-ncf-1,1,1,9.0,2420
inference-ncf-1188,4156,infer-ncf-2,1,1,11.0,4355
inference-imagenet-1189,4161,infer-imagenet-2,1,1,17.0,4444
inference-yolov3-1190,4169,infer-yolov3-2,1,1,10.0,4743
inference-deepspeech2-1191,4169,infer-deepspeech2-3,1,1,17.0,565
inference-ncf-1192,4170,infer-ncf-2,1,1,12.0,1420
inference-cifar10-1193,4172,infer-cifar10-2,1,1,1.0,9275
inference-imagenet-1194,4176,infer-imagenet-1,1,1,7.0,2664
inference-ncf-1195,4179,infer-ncf-2,1,1,4.0,3144
inference-yolov3-1196,4181,infer-yolov3-3,1,1,19.0,1217
inference-cifar10-1197,4181,infer-cifar10-3,1,1,10.0,7658
inference-yolov3-1198,4182,infer-yolov3-1,1,1,13.0,1096
inference-ncf-1199,4185,infer-ncf-1,1,1,13.0,1934
inference-cifar10-1200,4187,infer-cifar10-1,1,1,19.0,5968
inference-deepspeech2-1201,4189,infer-deepspeech2-2,1,1,9.0,369
inference-imagenet-1202,4192,infer-imagenet-1,1,1,8.0,2465
inference-cifar10-1203,4197,infer-cifar10-3,1,1,15.0,722
inference-ncf-1204,4198,infer-ncf-2,1,1,11.0,180
inference-yolov3-1205,4204,infer-yolov3-3,1,1,14.0,4974
inference-cifar10-1206,4206,infer-cifar10-2,1,1,13.0,1662
inference-deepspeech2-1207,4207,infer-deepspeech2-1,1,1,8.0,568
inference-bert-1208,4208,infer-bert-2,1,1,14.0,951
inference-imagenet-1209,4212,infer-imagenet-1,1,1,4.0,4866
inference-ncf-1210,4213,infer-ncf-3,1,1,13.0,1937
inference-yolov3-1211,4218,infer-yolov3-3,1,1,13.0,4974
inference-yolov3-1212,4223,infer-yolov3-2,1,1,2.0,124
inference-cifar10-1213,4226,infer-cifar10-1,1,1,13.0,7715
inference-yolov3-1214,4234,infer-yolov3-2,1,1,9.0,4868
inference-yolov3-1215,4237,infer-yolov3-1,1,1,11.0,4373
inference-deepspeech2-1216,4239,infer-deepspeech2-2,1,1,8.0,791
inference-yolov3-1217,4243,infer-yolov3-2,1,1,15.0,2157
inference-cifar10-1218,4244,infer-cifar10-3,1,1,18.0,6105
inference-cifar10-1219,4248,infer-cifar10-1,1,1,19.0,7692
inference-cifar10-1220,4249,infer-cifar10-3,1,1,1.0,1468
inference-bert-1221,4250,infer-bert-2,1,1,8.0,4009
inference-cifar10-1222,4255,infer-cifar10-3,1,1,3.0,1468
inference-cifar10-1223,4257,infer-cifar10-1,1,1,6.0,8733
inference-ncf-1224,4258,infer-ncf-2,1,1,15.0,4355
inference-bert-1225,4262,infer-bert-2,1,1,4.0,3333
inference-bert-1226,4263,infer-bert-1,1,1,13.0,2284
inference-imagenet-1227,4268,infer-imagenet-2,1,1,15.0,8590
inference-yolov3-1228,4270,infer-yolov3-1,1,1,6.0,124
inference-yolov3-1229,4270,infer-yolov3-3,1,1,14.0,38
inference-yolov3-1230,4275,infer-yolov3-2,1,1,7.0,1087
inference-yolov3-1231,4276,infer-yolov3-2,1,1,19.0,4188
ncf-23,4277,ncf,1,32768,4.0,-1
inference-bert-1233,4278,infer-bert-2,1,1,9.0,588
inference-yolov3-1232,4278,infer-yolov3-2,1,1,13.0,2234
inference-cifar10-1234,4288,infer-cifar10-2,1,1,9.0,4022
inference-yolov3-1235,4291,infer-yolov3-3,1,1,9.0,1087
inference-imagenet-1236,4296,infer-imagenet-2,1,1,18.0,2721
inference-bert-1237,4298,infer-bert-1,1,1,9.0,2609
inference-deepspeech2-1238,4302,infer-deepspeech2-3,1,1,10.0,417
inference-cifar10-1239,4305,infer-cifar10-2,1,1,7.0,4024
inference-imagenet-1240,4305,infer-imagenet-1,1,1,15.0,2313
inference-ncf-1241,4306,infer-ncf-1,1,1,5.0,2000
inference-bert-1242,4306,infer-bert-1,1,1,6.0,2667
inference-cifar10-1243,4308,infer-cifar10-3,1,1,11.0,4754
inference-deepspeech2-1244,4310,infer-deepspeech2-1,1,1,12.0,892
inference-yolov3-1245,4310,infer-yolov3-2,1,1,16.0,4761
inference-ncf-1246,4318,infer-ncf-1,1,1,6.0,192
inference-yolov3-1247,4319,infer-yolov3-3,1,1,17.0,2074
inference-deepspeech2-1248,4325,infer-deepspeech2-1,1,1,3.0,183
cifar10-24,4326,cifar10,8,2048,4.0,-1
inference-imagenet-1249,4329,infer-imagenet-2,1,1,14.0,7792
inference-cifar10-1250,4330,infer-cifar10-2,1,1,13.0,4951
inference-deepspeech2-1251,4336,infer-deepspeech2-1,1,1,16.0,37
inference-yolov3-1252,4340,infer-yolov3-1,1,1,3.0,993
inference-ncf-1253,4342,infer-ncf-3,1,1,10.0,3032
inference-cifar10-1254,4343,infer-cifar10-1,1,1,8.0,7495
inference-imagenet-1255,4347,infer-imagenet-3,1,1,10.0,6781
inference-bert-1257,4349,infer-bert-1,1,1,3.0,1259
inference-imagenet-1258,4349,infer-imagenet-3,1,1,18.0,4963
inference-bert-1256,4349,infer-bert-2,1,1,11.0,458
inference-imagenet-1259,4353,infer-imagenet-3,1,1,10.0,1935
inference-bert-1260,4355,infer-bert-2,1,1,8.0,2609
inference-cifar10-1261,4360,infer-cifar10-2,1,1,3.0,1146
inference-bert-1262,4362,infer-bert-1,1,1,11.0,4283
inference-deepspeech2-1263,4363,infer-deepspeech2-1,1,1,2.0,176
inference-deepspeech2-1264,4366,infer-deepspeech2-1,1,1,14.0,183
inference-imagenet-1265,4368,infer-imagenet-2,1,1,13.0,3573
inference-bert-1266,4375,infer-bert-2,1,1,9.0,4110
inference-bert-1267,4387,infer-bert-1,1,1,7.0,850
inference-yolov3-1268,4387,infer-yolov3-2,1,1,18.0,4736
inference-yolov3-1269,4390,infer-yolov3-1,1,1,1.0,178
inference-yolov3-1270,4392,infer-yolov3-3,1,1,9.0,2234
inference-yolov3-1271,4394,infer-yolov3-2,1,1,2.0,3250
inference-cifar10-1272,4399,infer-cifar10-2,1,1,14.0,2057
inference-bert-1273,4400,infer-bert-2,1,1,10.0,2284
inference-ncf-1274,4401,infer-ncf-1,1,1,7.0,4797
cifar10-25,4407,cifar10,12,4096,4.0,-1
inference-ncf-1275,4409,infer-ncf-3,1,1,13.0,1278
inference-deepspeech2-1276,4411,infer-deepspeech2-1,1,1,4.0,630
inference-ncf-1277,4417,infer-ncf-3,1,1,10.0,431
inference-cifar10-1278,4418,infer-cifar10-2,1,1,19.0,1146
inference-yolov3-1279,4419,infer-yolov3-1,1,1,12.0,4466
inference-bert-1280,4421,infer-bert-2,1,1,9.0,4827
inference-yolov3-1281,4435,infer-yolov3-1,1,1,6.0,2923
inference-deepspeech2-1282,4437,infer-deepspeech2-1,1,1,6.0,294
inference-cifar10-1283,4439,infer-cifar10-1,1,1,7.0,7692
inference-imagenet-1284,4440,infer-imagenet-1,1,1,14.0,3780
inference-bert-1285,4444,infer-bert-3,1,1,5.0,951
inference-imagenet-1286,4448,infer-imagenet-1,1,1,14.0,8257
inference-yolov3-1287,4456,infer-yolov3-3,1,1,12.0,2185
inference-deepspeech2-1288,4457,infer-deepspeech2-2,1,1,7.0,846
inference-ncf-1289,4458,infer-ncf-3,1,1,6.0,4459
inference-cifar10-1290,4460,infer-cifar10-2,1,1,15.0,8127
inference-bert-1291,4472,infer-bert-3,1,1,3.0,1739
inference-yolov3-1292,4473,infer-yolov3-1,1,1,14.0,4188
inference-imagenet-1293,4475,infer-imagenet-1,1,1,16.0,8282
inference-bert-1294,4478,infer-bert-3,1,1,7.0,4830
inference-imagenet-1295,4478,infer-imagenet-3,1,1,15.0,9742
inference-yolov3-1296,4480,infer-yolov3-3,1,1,2.0,3654
inference-deepspeech2-1297,4480,infer-deepspeech2-1,1,1,3.0,103
inference-ncf-1298,4481,infer-ncf-1,1,1,19.0,4692
inference-cifar10-1299,4481,infer-cifar10-3,1,1,8.0,9275
inference-ncf-1300,4484,infer-ncf-1,1,1,1.0,539
inference-yolov3-1301,4497,infer-yolov3-1,1,1,2.0,3654
inference-yolov3-1302,4501,infer-yolov3-2,1,1,9.0,576
inference-cifar10-1303,4504,infer-cifar10-2,1,1,13.0,4024
inference-ncf-1305,4508,infer-ncf-1,1,1,9.0,2950
inference-ncf-1304,4508,infer-ncf-2,1,1,19.0,311
inference-ncf-1306,4526,infer-ncf-1,1,1,6.0,1278
inference-ncf-1307,4527,infer-ncf-3,1,1,15.0,758
inference-imagenet-1308,4532,infer-imagenet-2,1,1,3.0,8517
inference-ncf-1309,4535,infer-ncf-2,1,1,17.0,1010
inference-bert-1310,4542,infer-bert-3,1,1,19.0,2667
inference-ncf-1311,4549,infer-ncf-2,1,1,15.0,1721
inference-ncf-1312,4553,infer-ncf-3,1,1,1.0,1997
inference-yolov3-1313,4555,infer-yolov3-1,1,1,12.0,4639
inference-deepspeech2-1314,4555,infer-deepspeech2-1,1,1,6.0,333
inference-cifar10-1315,4559,infer-cifar10-2,1,1,17.0,4947
inference-imagenet-1316,4560,infer-imagenet-1,1,1,14.0,787
inference-ncf-1317,4567,infer-ncf-1,1,1,12.0,1934
inference-deepspeech2-1318,4568,infer-deepspeech2-3,1,1,8.0,294
inference-yolov3-1319,4574,infer-yolov3-1,1,1,13.0,2858
inference-imagenet-1320,4575,infer-imagenet-3,1,1,1.0,5926
inference-yolov3-1321,4577,infer-yolov3-1,1,1,5.0,3580
inference-imagenet-1322,4585,infer-imagenet-2,1,1,11.0,4000
inference-imagenet-1323,4591,infer-imagenet-1,1,1,16.0,387
inference-bert-1324,4596,infer-bert-3,1,1,12.0,3047
inference-yolov3-1325,4605,infer-yolov3-2,1,1,15.0,1520
inference-cifar10-1326,4605,infer-cifar10-3,1,1,14.0,9255
inference-cifar10-1328,4607,infer-cifar10-3,1,1,13.0,3899
inference-deepspeech2-1327,4607,infer-deepspeech2-3,1,1,9.0,294
inference-deepspeech2-1329,4614,infer-deepspeech2-2,1,1,14.0,585
inference-bert-1330,4618,infer-bert-3,1,1,8.0,4830
inference-ncf-1331,4619,infer-ncf-1,1,1,4.0,2985
inference-cifar10-1332,4621,infer-cifar10-2,1,1,8.0,6098
inference-bert-1333,4622,infer-bert-3,1,1,8.0,1463
inference-ncf-1334,4627,infer-ncf-1,1,1,17.0,2985
inference-cifar10-1335,4627,infer-cifar10-2,1,1,14.0,2027
inference-cifar10-1336,4639,infer-cifar10-3,1,1,10.0,8438
inference-yolov3-1337,4642,infer-yolov3-3,1,1,13.0,2157
inference-imagenet-1338,4657,infer-imagenet-1,1,1,7.0,8590
inference-bert-1339,4658,infer-bert-2,1,1,16.0,1521
inference-cifar10-1340,4661,infer-cifar10-3,1,1,4.0,7495
inference-ncf-1341,4665,infer-ncf-2,1,1,14.0,418
inference-yolov3-1342,4666,infer-yolov3-3,1,1,3.0,4646
inference-ncf-1343,4668,infer-ncf-2,1,1,1.0,137
inference-bert-1344,4679,infer-bert-2,1,1,11.0,2221
inference-deepspeech2-1345,4681,infer-deepspeech2-3,1,1,11.0,259
inference-ncf-1346,4684,infer-ncf-2,1,1,16.0,715
inference-cifar10-1347,4685,infer-cifar10-3,1,1,5.0,9448
inference-imagenet-1348,4685,infer-imagenet-2,1,1,11.0,9742
inference-ncf-1349,4686,infer-ncf-3,1,1,15.0,3122
inference-ncf-1350,4686,infer-ncf-1,1,1,18.0,3271
inference-deepspeech2-1351,4690,infer-deepspeech2-1,1,1,14.0,333
inference-imagenet-1352,4692,infer-imagenet-1,1,1,5.0,8
inference-imagenet-1353,4709,infer-imagenet-1,1,1,2.0,2806
inference-bert-1354,4714,infer-bert-1,1,1,3.0,4827
inference-deepspeech2-1355,4716,infer-deepspeech2-2,1,1,14.0,183
inference-imagenet-1356,4717,infer-imagenet-2,1,1,6.0,1956
inference-deepspeech2-1357,4717,infer-deepspeech2-1,1,1,19.0,183
inference-imagenet-1358,4718,infer-imagenet-1,1,1,10.0,8273
inference-yolov3-1359,4719,infer-yolov3-1,1,1,12.0,2858
inference-ncf-1360,4722,infer-ncf-3,1,1,15.0,1146
